ID,ADDRESS,SUBURB,PRICE,BEDROOMS,BATHROOMS,GARAGE,LAND_AREA,FLOOR_AREA,BUILD_YEAR,CBD_DIST,NEAREST_STN,NEAREST_STN_DIST,DATE_SOLD,POSTCODE,LATITUDE,LONGITUDE,NEAREST_SCH,NEAREST_SCH_DIST,NEAREST_SCH_RANK
17467,10 Instone Street,Hilton,507500,2,1,2,455,106,1977,15200,Fremantle Station,4200,"12-2015",6163,-32.07333211,115.7830664,SETON CATHOLIC COLLEGE,0.973791416,91
17468,15 Finnan Street,Cloverdale,360000,3,1,8,828,93,1960,8500,Bassendean Station,5500,"07-2017",6105,-31.95262,115.94856,BELMONT CITY COLLEGE,1.504562404,57
17469,275 Viveash Road,Swan View,503000,3,2,2,1194,131,1925,20300,Midland Station,5500,"08-2018",6056,-31.88335,116.05838,SWAN VIEW SENIOR HIGH SCHOOL,1.403872666,
17470,11 Ensign Drive,Swan View,400000,5,2,2,683,250,1992,18800,Midland Station,4100,"12-2018",6056,-31.89085,116.04395,SWAN VIEW SENIOR HIGH SCHOOL,0.376627091,
17471,4 Tarongo Way,City Beach,2100556,5,2,2,777,275,1978,10300,Stirling Station,4300,"08-2016",6015,-31.90867692,115.7623387,INTERNATIONAL SCHOOL OF WESTERN AUSTRALIA,1.833995631,
17472,17 Ghost Gum Heights,Jarrahdale,662000,4,2,2,4001,196,,47800,Armadale Station,22000,"12-2015",6124,-32.34893,116.0545204,COURT GRAMMAR SCHOOL,10.63438012,
17473,10 Narrier Close,South Guildford,510000,4,2,2,546,165,2000,12400,East Guildford Station,2300,"04-2015",6055,-31.91661,115.98386,GUILDFORD GRAMMAR SCHOOL,2.517769391,52
17474,8 Bothe Court,Seville Grove,375000,4,2,3,736,147,1990,24100,Sherwood Station,2400,"10-2017",6112,-32.1407403,115.9852975,CECIL ANDREWS COLLEGE,0.622268705,139
17475,30 Copeland Drive,Redcliffe,535000,4,2,4,546,206,2000,8800,Bassendean Station,5000,"07-2015",6104,-31.94874,115.95193,BELMONT CITY COLLEGE,2.000317482,57
17476,2 Lancaster Place,Maddington,360000,4,2,2,514,128,2002,17900,Madding,2600,"08-2017",6109,-32.04847,116.01015,LUMEN CHRISTI COLLEGE,2.110101356,122
17477,11 Dunster Way,Orelia,380200,3,2,,627,123,2003,30900,Kwinana Station,1900,"07-2016",6167,-32.22851645,115.8234449,GILMORE COLLEGE,1.355408833,138
17478,12 Cabernet Loop,Pearsall,370000,3,2,2,302,130,,18900,Whitfords Station,4600,"05-2019",6065,-31.78455247,115.8276256,ALTA-1,1.356340972,
17479,16 Aranda Place,Leederville,610000,3,1,2,147,110,1982,3000,Leederville Station,947,"07-2018",6007,-31.93049495,115.8394119,ARANMORE CATHOLIC COLLEGE,0.520653441,106
17480,11 Charnley Link,Wanneroo,400000,4,2,2,603,166,2003,25200,Joondalup Station,2400,"01-2018",6065,-31.73406,115.78962,LAKE JOONDALUP BAPTIST COLLEGE,2.694547639,80
17481,33 Cimbrook Way,Duncraig,645000,3,1,1,685,151,1976,14400,Warwick Station,1100,"07-2018",6023,-31.83655,115.79063,GREENWOOD COLLEGE,1.144379957,86
17482,5A Grey Street,Fremantle,1110000,3,2,2,279,170,2015,15900,Fremantle Station,1200,"04-2018",6160,-32.06213781,115.7506859,CHRISTIAN BROTHERS' COLLEGE,1.178643965,49
17483,8A Buntine Road,Wembley Downs,729650,3,2,1,802,94,1969,8500,Glendalough Station,4000,"12-2018",6019,-31.91446872,115.7807251,HALE SCHOOL,0.374615775,6
17484,127 Fourth Avenue,Mount Lawley,942500,3,1,1,401,110,1960,3600,Mount Lawley Station,1400,"06-2020",6050,-31.92317,115.87605,MOUNT LAWLEY SENIOR HIGH SCHOOL,0.633049165,20
17485,7 Amcer Rise,Stratton,339000,4,2,2,509,140,1993,19600,Midland Station,4600,"04-2016",6056,-31.86692,116.03986,SWAN VIEW SENIOR HIGH SCHOOL,2.325567758,
17486,139 Edgewater Drive,Edgewater,920000,4,2,2,702,299,2014,22200,Edgewater Station,1400,"06-2015",6027,-31.76234,115.78829,MATER DEI COLLEGE,1.142690948,104
17487,30 Lauraine Drive,Harrisdale,580000,4,2,2,480,225,2011,19600,Kelmscott Station,7200,"11-2020",6112,-32.11579186,115.9369165,CAREY BAPTIST COLLEGE,0.484802216,62
17488,6 Sunny Close,Yanchep,435000,3,2,2,364,206,,50600,Butler Station,12500,"12-2018",6035,-31.54256772,115.6263697,YANCHEP SECONDARY COLLEGE,1.959862987,
17489,2 Galway Grove,Waterford,1201338,5,2,,1013,294,1989,7600,Canning Bridge Station,2700,"07-2020",6152,-32.01775693,115.8830619,CLONTARF ABORIGINAL COLLEGE,0.963092163,
17490,5/66 Parkin Street,Rockingham,246590,3,2,2,2022,99,2004,38700,Rockingham Station,4200,"07-2020",6168,-32.27908,115.71835,ROCKINGHAM SENIOR HIGH SCHOOL,1.741732486,
17491,232 Hale Road,Woodlands,1035000,5,3,5,809,288,2002,7900,Glendalough Station,3400,"02-2015",6018,-31.91543,115.78726,CHURCHLANDS SENIOR HIGH SCHOOL,0.330508007,22
17492,1/31 Troy Terrace,Daglish,1250000,3,2,2,810,181,2008,4600,Daglish Station,292,"05-2014",6008,-31.95121831,115.8101836,SHENTON COLLEGE,1.161291563,14
17493,14 Laguna Way,North Beach,1025000,3,2,2,246,220,2001,14700,Warwick Station,4200,"07-2018",6020,-31.85514,115.75387,CARINE SENIOR HIGH SCHOOL,2.090068578,47
17494,2070 Sexton Street,Mount Helena,816000,3,1,1,54912,133,,33200,Midland Station,18900,"04-2014",6082,-31.8842,116.20081,EASTERN HILLS SENIOR HIGH SCHOOL,2.147360284,105
17495,25 Seminara Place,Mariginiup,955000,5,2,2,20950,281,1998,28300,Clarkson Station,11900,"01-2018",6078,-31.69806,115.86367,JOSEPH BANKS SECONDARY COLLEGE,6.348533383,92
17496,16 Cordroy Way,Hamersley,583000,4,2,2,986,185,1983,11800,Warwick Station,1600,"04-2018",6022,-31.85533,115.80833,WARWICK SENIOR HIGH SCHOOL,1.970192557,
17497,376 Wright Road,Piara Waters,418000,3,2,2,456,132,2009,20200,Cockburn Central Station,6000,"09-2019",6112,-32.12526631,115.9220188,CAREY BAPTIST COLLEGE,1.984094605,62
17498,22 Hazelmere Circus,Hazelmere,750000,4,2,2,3911,143,1999,13600,Woodbridge Station,1700,"09-2012",6055,-31.90725,115.99278,GUILDFORD GRAMMAR SCHOOL,1.793709312,52
17499,14 Kennard Street,Kensington,955000,4,2,2,766,204,2001,4300,Carlisle Station,2300,"12-2015",6151,-31.98195333,115.88723,KENT STREET SENIOR HIGH SCHOOL,0.660686544,93
17500,106 McKenzie Street,Wembley,1834000,4,3,2,500,328,2011,4400,Subiaco Station,1500,"09-2018",6014,-31.93257974,115.8179715,BOLD PARK COMMUNITY SCHOOL,1.0895315,
17501,77 Orchid Avenue,Bennett Springs,220000,4,2,2,507,175,1999,12000,Bayswater Station,6700,"12-2015",6063,-31.85778369,115.9199603,KIARA COLLEGE,2.613454964,
17502,35 Taylor Road,Nedlands,1400000,3,1,3,923,200,1960,7100,Loch Street Station,1500,"01-2018",6009,-31.98483,115.79486,CHRIST CHURCH GRAMMAR SCHOOL,1.687681557,3
17503,20A Nyara Crescent,Craigie,437000,4,2,2,387,128,2007,20800,Edgewater Station,1600,"12-2018",6025,-31.78273451,115.7668084,BELRIDGE SECONDARY COLLEGE,1.416051518,102
17504,20 Sandra Way,Rossmoyne,1180000,5,3,4,894,849,1975,10200,Bull Creek Station,1200,"05-2015",6148,-32.04397,115.86625,ROSSMOYNE SENIOR HIGH SCHOOL,0.478725679,16
17505,51 Elmore Street,Mount Helena,425000,3,1,2,2203,109,1973,34300,Midland Station,19800,"04-2015",6082,-31.86897,116.20824,EASTERN HILLS SENIOR HIGH SCHOOL,1.249744185,105
17506,529 Sydney Road,Jandabup,960000,4,1,1,16921,176,1980,22100,Edgewater Station,8100,"04-2015",6077,-31.75374,115.86121,WANNEROO SECONDARY COLLEGE,4.382091467,131
17507,8 Flatbush Road,Hilbert,179000,4,1,,437,162,2015,27400,Armadale Station,5200,"06-2014",6112,-32.18045963,115.9680548,DALE CHRISTIAN SCHOOL,3.724284285,
17508,101A Ivanhoe Street,Eden Hill,350000,3,1,1,143,123,1976,10900,Bassendean Station,1600,"10-2016",6054,-31.88948,115.94742,KIARA COLLEGE,1.773313251,
17509,54a Pulo Road,Brentwood,510000,2,1,2,298,90,1989,10400,Bull Creek Station,284,"06-2014",6153,-32.04568,115.85684,ALL SAINTS' COLLEGE,1.048519255,21
17510,30 Whitnell Gardens,Murdoch,750000,5,2,6,717,141,1987,12600,Murdoch Station,842,"07-2013",6150,-32.06422,115.84199,CORPUS CHRISTI COLLEGE,0.808130981,28
17511,11 Scott Street,Guildford,710000,3,2,4,610,110,1900,12400,East Guildford Station,643,"07-2015",6055,-31.90065,115.97562,GUILDFORD GRAMMAR SCHOOL,0.944469012,52
17512,16 Flintlock Court,Cloverdale,430000,4,2,2,510,160,2000,8700,Canning,5500,"12-2018",6105,-31.96402,115.95018,BELMONT CITY COLLEGE,1.591620339,57
17513,14 Mckenzie Road,Samson,560000,3,2,2,753,208,1981,14600,Murdoch Station,5300,"11-2019",6163,-32.0709153,115.7940909,SETON CATHOLIC COLLEGE,0.209301705,91
17514,10 Fawn Way,Eglinton,412000,3,2,2,313,137,2014,43600,Butler Station,5400,"06-2015",6034,-31.59707035,115.6646405,YANCHEP SECONDARY COLLEGE,5.347180306,
17515,290 Samuel Street,Mount Helena,655000,4,2,2,2001,400,2007,34300,Midland Station,19800,"07-2016",6082,-31.865225,116.207609,EASTERN HILLS SENIOR HIGH SCHOOL,1.528261032,105
17516,15 Acheson Crescent,Woodvale,665000,4,2,2,757,204,1990,19300,Whitfords Station,978,"05-2020",6026,-31.7906,115.78417,WOODVALE SECONDARY COLLEGE,1.450469903,77
17517,4 DIXIE ROAD,Kelmscott,242500,3,1,2,762,92,1968,24500,Challis Station,362,"07-2019",6111,-32.12764,116.01641,SOWILO COMMUNITY HIGH SCHOOL,0.727773979,
17518,17 Broome Street,Cottesloe,2000000,4,3,2,360,250,2004,11400,Mosman Park Station,190,"04-2018",6011,-32.00624034,115.7558693,ST HILDA'S ANGLICAN SCHOOL FOR GIRLS,1.134257968,2
17519,20 Maida Vale Road,Maida Vale,449000,4,2,2,546,182,2005,15000,Midland Station,6900,"03-2020",6057,-31.953235,116.019866,DARLING RANGE SPORTS COLLEGE,2.635207875,137
17520,30 Ellerby Way,Koondoola,400000,3,1,2,692,86,,12100,Warwick Station,5800,"11-2013",6064,-31.84362,115.85731,MERCY COLLEGE,0.404550721,46
17521,84 BENARA ROAD,Noranda,428000,3,2,2,714,151,,9300,Meltham Station,5200,"06-2019",6062,-31.87578,115.89981,MORLEY SENIOR HIGH SCHOOL,1.54178289,100
17522,3/56 Grand Boulevard,Joondalup,260000,1,1,1,2014,55,2008,25400,Joondalup Station,844,"02-2018",6027,-31.73752298,115.7695353,LAKE JOONDALUP BAPTIST COLLEGE,0.767649158,80
17523,17 Ballycastle Loop,Canning Vale,518000,4,2,2,403,171,2010,16700,Thornlie Station,6100,"11-2020",6155,-32.09358612,115.9177739,CANNING VALE COLLEGE,1.277047479,68
17524,9 Railway Crescent,Herne Hill,374000,3,1,2,809,114,1970,20800,Midland Station,7400,"04-2014",6056,-31.82784,116.02258,SWAN CHRISTIAN COLLEGE,3.539838948,93
17525,528 Russell Road,Wattleup,1080000,5,2,6,9940,232,2000,23400,Cockburn Central Station,5300,"06-2015",6166,-32.16035161,115.8190174,DIVINE MERCY COLLEGE,4.009131465,
17526,27 Koolgoo Way,Koongamia,280000,4,2,1,688,137,1958,17700,Midland Station,4000,"06-2008",6056,-31.90774,116.0384,SWAN VIEW SENIOR HIGH SCHOOL,2.322173193,
17527,5 Hester Street,Langford,370000,3,1,1,684,106,1975,13100,Thornlie Station,734,"09-2015",6147,-32.04097,115.94985,LANGFORD ISLAMIC COLLEGE,1.323591235,85
17528,22 Hamer Avenue,Wembley Downs,1925000,4,2,2,735,271,2004,9300,Glendalough Station,5000,"12-2017",6019,-31.91614,115.77033,HALE SCHOOL,1.339261435,6
17529,25 Antrim Street,West Leederville,922500,3,2,2,304,165,2002,2600,Leederville Station,287,"03-2017",6007,-31.93746,115.83765,PERTH MODERN SCHOOL,0.854258737,1
17530,304 Acton Avenue,Kewdale,515000,4,2,2,237,163,,7300,Vic,2900,"02-2017",6105,-31.97110807,115.9328186,AUSTRALIAN ISLAMIC COLLEGE - KEWDALE,0.988385672,102
17531,26 Majella Road,Westminster,590000,5,2,2,308,210,2009,9400,Stirling Station,5100,"09-2016",6061,-31.8681289,115.8493364,JOHN SEPTIMUS ROE ANGLICAN COMMUNITY SCHOOL,1.197740831,35
17532,20 Tyneside Grove,Currambine,830000,6,2,2,715,289,1999,25700,Currambine Station,1700,"05-2020",6028,-31.74001,115.75169,LAKE JOONDALUP BAPTIST COLLEGE,0.962692129,80
17533,26 Conferta Link,Banksia Grove,273000,3,2,2,210,99,2012,29400,Clarkson Station,5900,"06-2019",6031,-31.693232,115.8002131,JOSEPH BANKS SECONDARY COLLEGE,0.695646353,92
17534,5 Trafford Court,Craigie,439000,3,1,1,504,95,1976,20100,Whitfords Station,1800,"12-2020",6025,-31.78892,115.76711,BELRIDGE SECONDARY COLLEGE,2.095061557,102
17535,10 Curruthers Road,Mount Pleasant,830000,3,2,2,433,152,1996,9400,Bull Creek Station,1100,"01-2019",6153,-32.03678729,115.8541122,AQUINAS COLLEGE,1.382940604,23
17536,55 Tamblyn Place,Stoneville,458000,3,1,1,1963,115,,30500,Midland Station,16100,"11-2012",6081,-31.87982,116.17034,MUNDARING CHRISTIAN COLLEGE,2.299304136,
17537,27 Clearwater Way,Singleton,440000,4,3,2,610,247,2005,54600,Mandurah Station,10300,"12-2017",6175,-32.43580439,115.7596551,COMET BAY COLLEGE,2.246560099,35
17538,15 Rigoll Court,Mundijong,456500,4,2,3,1238,166,1987,39300,Armadale Station,15200,"12-2010",6123,-32.28822,115.98584,COURT GRAMMAR SCHOOL,2.127052681,
17539,28 Melrose Crescent,Menora,2100000,4,2,3,804,320,1945,3500,Perth Station,3400,"10-2018",6050,-31.92078,115.86158,MOUNT LAWLEY SENIOR HIGH SCHOOL,0.772829359,20
17540,113 Naturaliste Boulevard,Iluka,587000,3,1,,331,156,2007,27000,Currambine Station,2100,"09-2020",6028,-31.73485,115.73173,PRENDIVILLE CATHOLIC COLLEGE,2.330860957,60
17541,16 Ewart Street,Midvale,219000,1,1,2,1053,168,2015,16900,Midland Station,2000,"07-2014",6056,-31.89138357,116.0221544,YOUTH FUTURES COMMUNITY SCHOOL,1.463053053,
17542,41 Brabant Way,Hamersley,515000,3,1,2,756,125,1970,12800,Warwick Station,1100,"06-2016",6022,-31.8465,115.8073,WARWICK SENIOR HIGH SCHOOL,1.160815281,
17543,138 Edward Street,Bedford,400000,3,2,,244,102,,6200,Maylands Station,3000,"12-2020",6052,-31.901931,115.887171,JOHN FORREST SECONDARY COLLEGE,1.319042145,74
17544,1/12 Catalina Place,Quinns Rocks,570000,3,2,2,3037,218,,35900,Butler Station,3200,"04-2020",6030,-31.66319477,115.6913888,ALKIMOS BAPTIST COLLEGE,1.807253058,
17545,99 Newburn Road,High Wycombe,400000,3,1,1,705,148,1984,13200,Midland Station,5700,"05-2018",6057,-31.94299026,115.9985072,DARLING RANGE SPORTS COLLEGE,3.816312616,137
17546,16 Beryl Avenue,Shelley,1275000,4,3,2,509,226,1981,8700,Canning Bridge Station,3400,"10-2017",6148,-32.02667,115.88695,CLONTARF ABORIGINAL COLLEGE,1.350430731,
17547,9A High Road,Roleystone,525000,4,2,3,2010,195,2009,26700,Kelmscott Station,4600,"09-2016",6111,-32.11999,116.06133,KELMSCOTT SENIOR HIGH SCHOOL,4.739132495,113
17548,569 Jarrahdale Road,Jarrahdale,470000,5,3,2,2910,265,1973,46000,Armadale Station,20100,"06-2013",6124,-32.33099,116.05494,COURT GRAMMAR SCHOOL,9.075248141,
17549,11 Heath Street,Singleton,410000,4,2,2,836,141,2002,56800,Mandurah Station,8100,"04-2017",6175,-32.45464,115.75175,MANDURAH BAPTIST COLLEGE,2.74711938,109
17550,136A Gwenyfred Road,Kensington,915000,3,2,2,417,189,2013,4400,Carlisle Station,2000,"01-2016",6151,-31.98188987,115.8902848,KENT STREET SENIOR HIGH SCHOOL,0.479798728,93
17551,16 Merley Way,Parkwood,420000,4,2,2,793,181,1978,11600,Thornlie Station,3100,"10-2019",6147,-32.0427,115.91934,LYNWOOD SENIOR HIGH SCHOOL,0.315214655,96
17552,10 Karla Place,City Beach,1660000,5,2,2,821,290,1980,10200,Stirling Station,4200,"11-2019",6015,-31.90877,115.76325,INTERNATIONAL SCHOOL OF WESTERN AUSTRALIA,1.773738835,
17553,1145 Bushlands Road,Hovea,255000,3,2,2,21134,241,2006,24500,Midland Station,9900,"08-2003",6071,-31.88153852,116.1045326,HELENA COLLEGE,3.138189858,78
17554,3/6 Grasmere Court,Brentwood,496000,3,1,1,366,156,1992,10200,Bull Creek Station,360,"12-2017",6153,-32.04414,115.85593,ALL SAINTS' COLLEGE,1.202192247,21
17555,1/32 Fraser Street,East Fremantle,495000,2,1,1,8415,91,1976,12600,North Fremantle Station,1700,"04-2020",6158,-32.03553591,115.7682201,JOHN CURTIN COLLEGE OF THE ARTS,1.844309201,25
17556,17 Veronica Parkway,Stirling,825000,4,2,2,495,215,2005,8600,Stirling Station,1900,"06-2018",6021,-31.88256,115.81946,BALCATTA SENIOR HIGH SCHOOL,1.03843516,135
17557,51 Waldburg Drive,Tapping,520000,4,2,2,801,198,2003,26900,Currambine Station,4300,"06-2018",6065,-31.71689478,115.7953057,JOSEPH BANKS SECONDARY COLLEGE,2.030327502,92
17558,45 Dalecross Avenue,Madeley,399000,4,2,2,284,158,2011,16300,Greenwood Station,4000,"03-2017",6065,-31.80806478,115.8246421,KINGSWAY CHRISTIAN COLLEGE,1.267678423,50
17559,6 Shanklin Court,Wellard,435000,4,2,2,528,206,2007,34700,Wellard Station,571,"05-2018",6170,-32.261639,115.811761,PETER CARNLEY ANGLICAN COMMUNITY SCHOOL,0.585227047,
17560,41 Teal Brook Circle,Seville Grove,440000,4,2,2,550,220,,23300,Sherwood Station,2600,"12-2017",6112,-32.13268,115.983,CECIL ANDREWS COLLEGE,1.263123919,139
17561,6 Seminara Place,Mariginiup,145000,4,1,,21304,218,1998,28500,Clarkson Station,11700,"05-1998",6078,-31.69608113,115.8618388,JOSEPH BANKS SECONDARY COLLEGE,6.181664042,92
17562,68 Koolbardi Loop,Byford,420000,4,2,2,583,209,2014,30900,Armadale Station,7200,"12-2018",6122,-32.21124395,115.9771697,BYFORD SECONDARY COLLEGE,2.69158556,116
17563,24 Narran Street,Hilbert,390000,4,2,4,571,164,2014,26600,Armadale Station,2500,"07-2019",6112,-32.1635575,115.9894334,DALE CHRISTIAN SCHOOL,0.99436451,
17564,1 Gidgee Cove,Kenwick,385000,3,2,2,416,141,2015,15100,Madding,1700,"05-2018",6107,-32.03440647,115.9855347,REHOBOTH CHRISTIAN COLLEGE,0.781753309,
17565,43 Torquata Boulevard,Helena Valley,685000,4,2,2,1342,200,1995,16400,Midland Station,3900,"11-2014",6056,-31.91872,116.02754,YOUTH FUTURES COMMUNITY SCHOOL,3.540287586,
17566,49 Samphire Road,Canning Vale,628000,4,2,2,682,240,2005,15200,Murdoch Station,5900,"06-2020",6155,-32.081667,115.9104303,CANNING VALE COLLEGE,1.172530776,68
17567,26 Oban Loop,Bedfordale,875000,4,2,2,4027,241,2011,31100,Armadale Station,5500,"07-2020",6112,-32.16736419,116.068702,SOUTHERN HILLS CHRISTIAN COLLEGE,2.492021753,
17568,19 Hybanthus Avenue,High Wycombe,500000,4,2,2,702,217,2002,14600,Midland Station,4900,"05-2019",6057,-31.934276,116.011868,DARLING RANGE SPORTS COLLEGE,4.604188963,137
17569,7 Honeymyrtle Turn,Stirling,1580000,5,3,6,734,452,2012,8600,Stirling Station,2100,"03-2019",6021,-31.88201652,115.8213324,BALCATTA SENIOR HIGH SCHOOL,1.122355406,135
17570,6 Dunster Way,Orelia,340000,4,2,2,710,182,2003,30900,Kwinana Station,1900,"05-2017",6167,-32.22796,115.8242,GILMORE COLLEGE,1.447684244,138
17571,7 Mcpherson Avenue,Clarkson,355000,4,2,2,577,126,2000,32700,Clarkson Station,2000,"10-2018",6030,-31.68372,115.71815,YOUTH FUTURES COMMUNITY SCHOOL,0.836506467,
17572,2 Bittern Lane,Beeliar,565000,5,2,2,728,214,2001,20300,Cockburn Central Station,3700,"07-2019",6164,-32.1313,115.8198,DIVINE MERCY COLLEGE,0.892745064,
17573,16 Cimbor Way,Parmelia,255250,4,1,1,871,128,1985,33200,Wellard Station,1800,"08-2016",6167,-32.24903,115.82408,PETER CARNLEY ANGLICAN COMMUNITY SCHOOL,1.244892586,
17574,8 Sarus Rise,Gwelup,870000,4,2,2,506,215,2006,11300,Warwick Station,2300,"12-2016",6018,-31.86518967,115.7983137,BALCATTA SENIOR HIGH SCHOOL,1.746663551,135
17575,48 Alice Road,Cardup,490000,3,1,1,3441,110,,35200,Armadale Station,10300,"02-2011",6122,-32.24554,115.99792,BYFORD SECONDARY COLLEGE,2.487166573,116
17576,68A Weddall Road,Lockridge,239000,3,1,2,476,117,1988,12100,Bassendean Station,3100,"12-2017",6054,-31.87594,115.94939,KIARA COLLEGE,1.360179275,
17577,65 Delgado Parade,Iluka,992000,5,3,2,590,231,2002,26900,Currambine Station,2400,"12-2018",6028,-31.737073,115.729447,PRENDIVILLE CATHOLIC COLLEGE,2.18509864,60
17578,112 Pannage Way,Brabham,400000,4,2,2,540,195,2012,19000,East Guildford Station,9100,"04-2019",6055,-31.81468314,115.9771353,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,2.394927026,53
17579,15 Lewis Jones Cross,Stratton,350000,3,1,2,510,112,,19300,Midland Station,4400,"09-2014",6056,-31.86612,116.03623,SWAN CHRISTIAN COLLEGE,2.470233586,93
17580,10 Bishop Riley Way,Churchlands,1850000,5,3,2,737,370,2003,7100,Glendalough Station,2300,"04-2018",6018,-31.91462,115.79849,CHURCHLANDS SENIOR HIGH SCHOOL,0.855690101,22
17581,20 Carrabelle Street,Butler,310000,3,2,2,320,142,2012,36200,Butler Station,2300,"01-2020",6036,-31.65002647,115.7178386,BUTLER COLLEGE,0.884179081,39
17582,140 Northstead Street,Scarborough,801000,4,2,2,368,156,1948,10500,Stirling Station,3000,"11-2020",6019,-31.89198856,115.7730547,INTERNATIONAL SCHOOL OF WESTERN AUSTRALIA,0.842871975,
17583,52 Wright Street,Highgate,995000,3,2,1,319,110,1925,1700,East Perth Station,455,"07-2017",6003,-31.94246,115.87273,PERTH COLLEGE,1.281420895,9
17584,43 Zaffre Street,Eglinton,285000,3,2,2,333,144,2013,43600,Butler Station,5400,"01-2020",6034,-31.5961256,115.6668934,YANCHEP SECONDARY COLLEGE,5.335343378,
17585,6 Coffs Bend,Secret Harbour,417500,4,2,2,550,194,2005,51000,Warnbro Station,8600,"10-2018",6173,-32.404007,115.767584,COMET BAY COLLEGE,1.381117052,35
17586,7 Sunninghill Road,Stoneville,518000,3,2,4,2008,210,,29900,Midland Station,15500,"08-2012",6081,-31.8818,116.16398,MUNDARING CHRISTIAN COLLEGE,2.428545229,
17587,18 Leece Street,Coolbellup,455000,3,1,2,728,114,1961,15500,Murdoch Station,4900,"08-2016",6163,-32.08258,115.80196,SETON CATHOLIC COLLEGE,1.365349121,91
17588,2 Celina Crescent,Kingsley,620000,4,2,,705,225,1982,15800,Greenwood Station,1700,"01-2020",6026,-31.81962,115.80053,THE MONTESSORI SCHOOL,1.065059214,
17589,19 Jobson Loop,Brookdale,318000,3,2,2,450,102,2005,27900,Armadale Station,2100,"09-2014",6112,-32.1707,116.00357,DALE CHRISTIAN SCHOOL,1.344511887,
17590,16 Watervista Close,The Vines,278000,3,2,1,264,127,,24600,Midland Station,13500,"12-2019",6069,-31.76999,116.00571,HOLY CROSS COLLEGE,3.034209408,98
17591,17 Caloria Chase,Caversham,540000,4,2,2,489,235,2014,14600,East Guildford Station,3100,"07-2016",6055,-31.86827563,115.9773423,GOVERNOR STIRLING SENIOR HIGH SCHOOL,2.540575053,130
17592,6 Lomax Court,Beeliar,520000,4,2,4,606,193,2000,20600,Cockburn Central Station,5600,"10-2019",6164,-32.13052,115.79883,DIVINE MERCY COLLEGE,2.564557299,
17593,845 Berry Road,Gidgegannup,1250000,5,2,,200188,438,2006,40200,Midland Station,25700,"06-2020",6083,-31.72495773,116.1894631,EASTERN HILLS SENIOR HIGH SCHOOL,16.8253736,105
17594,14 Horner Way,Herne Hill,325000,3,1,2,809,103,1970,20900,Midland Station,7500,"02-2009",6056,-31.8263,116.02254,SWAN CHRISTIAN COLLEGE,3.703114859,93
